biały,name
biały,śnieg
biały,kolor
biały,czarny
biały,kruk
biały,dom
biały,miś
biały,obrus
biały,koń
biały,ser
biały,kieł
biały,orzeł
biały,dzień
biały,papier
biały,kot
biały,puch
biały,jasny
biały,snieg
biały,jeleń
biały,proszek
biały,mleko
biały,niewinność
biały,chleb
biały,czystość
biały,chmura
biały,czysty
biały,dym
biały,kołnierzyk
biały,kwiat
biały,niedźwiedź
biały,pies
biały,bałwan
biały,człowiek
biały,gołąb
biały,kościół
biały,łabądź
biały,mężczyzna
biały,ściana
biały,welon
biały,ząb
biały,anioł
biały,barwa
biały,ekran
biały,flaga
biały,kapelusz
biały,koc
biały,krzyż
biały,księżyc
biały,niewinny
biały,pokój
biały,prądnik
biały,ptak
biały,rumak
biały,szkwał
biały,wilk
